id,label
8265,0.08966296166181564
3910,0.9527673125267029
6879,0.9670889973640442
6371,1.6373020116589032e-05
6528,0.0010136100463569164
5304,0.9999910593032837
5967,9.167853932012804e-06
4743,0.24672825634479523
2003,0.008678101934492588
3757,0.9461496472358704
7538,0.9999619722366333
9725,0.001273696543648839
11795,0.9969933032989502
5595,0.0006143695209175348
7986,0.6177334189414978
4680,0.9558749198913574
8526,2.848892393103597e-07
6692,1.2725879059871659e-05
8008,1.0
7160,0.0004769384686369449
8755,0.9039060473442078
2694,0.008401457220315933
11978,0.9819542169570923
554,0.0021118433214724064
10275,0.9461338520050049
5331,0.9778715968132019
6900,5.190842671254359e-07
11726,0.0017003556713461876
10659,0.998935878276825
5460,0.0003680862719193101
7489,0.9913259744644165
9282,0.9999994039535522
9844,0.9999589920043945
11840,0.9999395608901978
12067,0.000571303186006844
2961,0.7187490463256836
6593,0.9749109745025635
11368,6.718918302794918e-05
5766,0.4187118709087372
2584,0.0005741001223213971
9372,0.9999953508377075
3466,0.29687389731407166
8694,0.9999517202377319
7169,0.9995438456535339
9712,0.0004541812522802502
694,0.9635382890701294
6729,0.9999994039535522
6997,0.99998939037323
11395,0.9999207258224487
5504,0.9999111890792847
10234,1.5673373354729847e-06
9975,0.04564104601740837
12470,0.9999945163726807
7882,0.000109133827209007
10015,0.9998030662536621
12244,0.7390871047973633
10131,0.9955520033836365
6016,0.9999997615814209
6902,0.7951275706291199
4580,0.6035663485527039
696,7.940352224977687e-05
3726,0.003527503926306963
9526,0.978770911693573
6681,0.13978531956672668
2373,0.9999967813491821
4757,0.9999830722808838
2108,3.950818609155249e-06
10150,0.4031335711479187
1957,1.905960175463406e-06
727,0.7630786299705505
8371,1.1596621334319934e-05
9234,0.005805905442684889
3625,0.0956496074795723
11736,0.0009302682592533529
9565,0.9998915195465088
9968,0.9905691742897034
555,0.9998155832290649
1481,0.9996625185012817
3243,0.9980958104133606
6739,0.0009665447287261486
4692,3.7004945625085384e-05
4505,0.0009076192509382963
1234,1.3636260518978816e-05
5346,0.9923728704452515
379,0.9988048076629639
11042,0.002666415413841605
3926,0.999897837638855
9548,0.9999939203262329
10722,6.515547283925116e-06
2513,1.2433699794200948e-06
5431,0.8444385528564453
10786,8.293000973935705e-06
4478,0.0007263282896019518
5092,0.9999619722366333
11941,0.9994113445281982
5144,3.2638774428050965e-05
83,0.9999978542327881
7834,0.9997523427009583
5782,0.9999617338180542
8887,1.810939284041524e-05
5598,2.6334628273616545e-05
3232,9.0111334429821e-06
10627,0.0005939161637797952
7958,7.007392468949547e-06
4694,4.169814360466262e-08
7267,0.9320605993270874
3079,1.948745375557337e-05
10316,0.9999899864196777
8226,0.00011383665696484968
925,5.689901172445389e-07
4271,4.6174037038326787e-07
9797,0.9994690418243408
982,0.30538251996040344
2900,0.9999897480010986
540,0.9999641180038452
12066,4.243551302351989e-06
3317,0.9998584985733032
10224,1.3196142390370369e-05
9495,0.9997524619102478
10218,2.427495076062769e-07
1802,1.4335860498704278e-07
431,0.9984691739082336
9635,4.589138552546501e-05
12064,0.9999994039535522
5478,0.9999572038650513
4216,0.996999204158783
6133,0.00018120577442459762
7179,0.9996868968009949
12372,0.21663549542427063
10899,0.9999657869338989
3483,0.00014051012112759054
5186,5.954310609013191e-07
9673,0.10958490520715714
12281,0.9943903088569641
7434,0.8986715078353882
2147,0.0006649490096606314
11151,0.9999953508377075
8321,0.9999980926513672
2643,0.9999947547912598
7111,0.9999945163726807
12423,0.0004288168565835804
8650,4.846220235776855e-06
402,7.014990114839748e-05
12272,1.7044952755895793e-06
5099,8.276703738374636e-05
1437,0.9999973773956299
10022,0.9999364614486694
2870,0.9983983635902405
5930,0.9999446868896484
7709,0.016289299353957176
11353,3.838069460471161e-06
11451,0.9267308115959167
9760,0.00012035388499498367
7576,1.1950909311053692e-06
11048,0.995977520942688
3135,6.316508461168269e-06
12102,1.0181823029142834e-07
2886,2.5962083327613072e-06
12032,0.0032420982606709003
8919,0.681210994720459
7756,0.9833259582519531
12100,0.0003240794176235795
3856,3.2390898923040368e-06
7665,0.9966664910316467
467,0.9999955892562866
10187,0.9999897480010986
2818,7.882502472966735e-08
6843,0.9999825954437256
2332,9.512780252407538e-07
1459,3.794634903897531e-05
201,0.9999985694885254
6019,0.9999611377716064
6144,0.4212069511413574
2031,0.6527753472328186
5663,4.904254456050694e-05
3882,0.9890788197517395
357,1.8735552657744847e-05
4340,0.6178460121154785
8154,3.1386047339765355e-05
3361,0.9999866485595703
2217,0.9999948740005493
6501,2.275355473102536e-05
10651,0.9985620379447937
5744,0.0014381689252331853
4427,0.9992719292640686
3100,6.934710086170526e-07
7020,0.00013942080840934068
12191,0.9999843835830688
9681,0.9997684359550476
7923,0.6975691318511963
5612,2.7494006644701585e-06
3204,0.9980897307395935
5515,0.9999980926513672
4829,0.0029355154838413
807,0.999992847442627
9656,0.211992084980011
4562,0.9999938011169434
11558,0.041679006069898605
10141,0.9999997615814209
751,0.00023769805557094514
3509,0.9950972199440002
1325,0.00015536810678895563
2804,0.9984306693077087
4474,0.12429694086313248
9926,0.999437153339386
4990,1.423259345756378e-05
7276,0.2952938675880432
5360,2.677594011402107e-06
236,0.991761326789856
9092,0.9066532850265503
5291,0.9998712539672852
10115,7.88402758189477e-07
9133,0.9999914169311523
1446,0.4510130286216736
294,0.7125378847122192
197,0.9225348830223083
9089,9.959150020222296e-07
11029,0.13074034452438354
11101,0.999981164932251
5114,0.9957062005996704
370,0.9982997179031372
12232,0.9998023509979248
1821,0.9999784231185913
4662,7.016769814072177e-05
7566,7.646303856745362e-06
11990,0.9999994039535522
5439,0.34516802430152893
2878,0.9986423850059509
8639,7.307489227059705e-07
5491,0.9999996423721313
3956,0.9999834299087524
1584,0.0012913376558572054
6457,0.9999908208847046
6556,0.997103750705719
1908,0.9985201954841614
7193,0.08483892679214478
3690,0.8564344048500061
8405,0.00013981539814267308
746,0.9957278370857239
10841,4.947372076458123e-07
10436,0.9997424483299255
5542,6.439177377615124e-05
9648,0.0007832813425920904
5644,0.8240435123443604
204,0.999998927116394
5415,4.44438774138689e-06
3961,0.9999717473983765
8591,1.0663457942428067e-05
2173,0.9975771307945251
5787,0.998857855796814
6920,0.9999538660049438
6669,4.466409109227243e-07
4566,0.9999982118606567
3933,0.9988327622413635
4018,6.850814315839671e-06
3191,9.736929769132985e-07
1815,4.739061841974035e-05
9585,2.8125748940510675e-05
7320,9.42769202083582e-06
2749,3.567635212675668e-05
8960,0.999995231628418
601,0.8802163004875183
6978,0.9958070516586304
9965,0.9998043775558472
1597,0.0001703335001366213
2707,0.4197809100151062
12496,2.2953452571528032e-05
7043,0.9992465376853943
